RESULTADOS DEL MODELO: XGBoost
732 CONFIRMED (CP) 49.54%
733 FALSE POSITIVE 50.88%
734 FALSE POSITIVE 54.18%
735 CONFIRMED (CP) 92.43%
736 CANDIDATE (PC) 63.43%
737 CANDIDATE (PC) 46.78%
738 FALSE POSITIVE 57.04%
739 CANDIDATE (PC) 97.87%
740 FALSE POSITIVE 61.77%
741 CONFIRMED (CP) 96.65%
742 FALSE POSITIVE 98.99%
743 CANDIDATE (PC) 48.23%
744 CANDIDATE (PC) 83.29%
745 CANDIDATE (PC) 79.03%
746 FALSE POSITIVE 66.87%
747 CANDIDATE (PC) 65.17%
748 CANDIDATE (PC) 74.78%
749 FALSE POSITIVE 39.18%
750 CANDIDATE (PC) 54.74%
751 CONFIRMED (CP) 95.69%
752 CONFIRMED (CP) 54.08%
753 CANDIDATE (PC) 55.82%
754 CONFIRMED (CP) 88.36%
755 FALSE POSITIVE 78.02%
756 FALSE POSITIVE 92.17%
757 CANDIDATE (PC) 84.57%
758 CANDIDATE (PC) 55.33%
759 CANDIDATE (PC) 97.90%
760 CANDIDATE (PC) 72.66%
761 CONFIRMED (CP) 86.70%
762 FALSE POSITIVE 54.20%
763 FALSE POSITIVE 98.97%
764 CANDIDATE (PC) 91.56%
765 CANDIDATE (PC) 59.57%
766 FALSE POSITIVE 96.32%
767 CANDIDATE (PC) 73.35%
768 CONFIRMED (CP) 91.55%
769 CONFIRMED (CP) 51.39%
770 CONFIRMED (CP) 55.04%
771 CANDIDATE (PC) 74.92%
772 CANDIDATE (PC) 55.43%
773 FALSE POSITIVE 76.90%
774 FALSE POSITIVE 91.27%
775 CANDIDATE (PC) 52.12%
776 CANDIDATE (PC) 88.70%
777 CANDIDATE (PC) 44.76%
778 FALSE POSITIVE 99.29%
779 FALSE POSITIVE 98.62%
780 CANDIDATE (PC) 85.55%
781 CANDIDATE (PC) 47.98%
782 CONFIRMED (CP) 56.91%
783 CONFIRMED (CP) 77.40%
784 FALSE POSITIVE 61.28%
785 FALSE POSITIVE 83.42%
786 CANDIDATE (PC) 89.41%
787 CANDIDATE (PC) 92.32%
788 CANDIDATE (PC) 73.77%
789 CANDIDATE (PC) 70.47%
790 CONFIRMED (CP) 86.08%
791 CANDIDATE (PC) 43.35%
792 FALSE POSITIVE 98.66%
793 CONFIRMED (CP) 92.88%
794 CONFIRMED (CP) 56.53%
795 CANDIDATE (PC) 51.13%
796 FALSE POSITIVE 98.74%
797 CONFIRMED (CP) 94.52%
798 CANDIDATE (PC) 81.66%
799 CANDIDATE (PC) 55.77%
800 FALSE POSITIVE 81.43%
801 CONFIRMED (CP) 82.64%
802 CONFIRMED (CP) 84.40%
803 CANDIDATE (PC) 88.01%
804 FALSE POSITIVE 96.16%
805 CANDIDATE (PC) 86.43%
806 FALSE POSITIVE 53.90%
807 CANDIDATE (PC) 76.53%
808 CONFIRMED (CP) 83.89%
809 CANDIDATE (PC) 48.57%
810 CONFIRMED (CP) 68.49%
811 CONFIRMED (CP) 64.75%
812 CANDIDATE (PC) 70.81%
813 CANDIDATE (PC) 81.87%
814 CANDIDATE (PC) 87.22%
815 CONFIRMED (CP) 83.45%
816 CANDIDATE (PC) 57.10%
817 CONFIRMED (CP) 63.35%
818 CANDIDATE (PC) 52.10%
819 CONFIRMED (CP) 51.51%
820 CANDIDATE (PC) 95.18%
821 FALSE POSITIVE 57.81%
822 CANDIDATE (PC) 85.60%
823 CANDIDATE (PC) 40.65%
824 FALSE POSITIVE 99.06%
825 CANDIDATE (PC) 38.14%
826 CANDIDATE (PC) 81.31%
827 CONFIRMED (CP) 40.73%
828 FALSE POSITIVE 43.21%
829 FALSE POSITIVE 62.65%
830 CANDIDATE (PC) 84.02%
831 CANDIDATE (PC) 48.63%
832 CANDIDATE (PC) 99.03%
833 CANDIDATE (PC) 93.85%
834 CONFIRMED (CP) 67.23%
835 CONFIRMED (CP) 84.29%
836 CANDIDATE (PC) 84.48%
837 CANDIDATE (PC) 69.06%
838 CANDIDATE (PC) 83.82%
839 FALSE POSITIVE 67.53%
840 CANDIDATE (PC) 77.12%
841 CANDIDATE (PC) 88.97%
842 CANDIDATE (PC) 82.18%
843 CONFIRMED (CP) 56.91%
844 FALSE POSITIVE 95.87%
845 CANDIDATE (PC) 67.71%
846 FALSE POSITIVE 98.03%
847 CANDIDATE (PC) 85.82%
848 CANDIDATE (PC) 44.40%
849 CANDIDATE (PC) 48.80%
850 CANDIDATE (PC) 82.70%
851 CONFIRMED (CP) 80.03%
852 CANDIDATE (PC) 82.27%
853 CANDIDATE (PC) 72.77%
854 CONFIRMED (CP) 82.19%
855 CONFIRMED (CP) 42.38%
856 CONFIRMED (CP) 95.17%
857 CANDIDATE (PC) 94.58%
858 FALSE POSITIVE 67.27%
859 CONFIRMED (CP) 72.59%
860 FALSE POSITIVE 91.16%
861 CONFIRMED (CP) 90.37%
862 CANDIDATE (PC) 51.37%
863 CONFIRMED (CP) 83.86%
864 FALSE POSITIVE 94.56%
865 CANDIDATE (PC) 57.21%
866 CONFIRMED (CP) 51.57%
867 FALSE POSITIVE 86.87%
868 FALSE POSITIVE 92.78%
869 CANDIDATE (PC) 85.54%
870 CONFIRMED (CP) 94.18%
871 CONFIRMED (CP) 37.31%
872 CONFIRMED (CP) 66.35%
873 CANDIDATE (PC) 49.32%
874 CANDIDATE (PC) 75.34%
875 CONFIRMED (CP) 44.88%
876 CONFIRMED (CP) 90.42%
877 CANDIDATE (PC) 61.62%
878 CANDIDATE (PC) 88.66%
879 FALSE POSITIVE 85.74%
880 FALSE POSITIVE 97.14%
881 CANDIDATE (PC) 71.66%
882 CANDIDATE (PC) 48.00%
883 CONFIRMED (CP) 53.47%
884 CANDIDATE (PC) 89.54%
885 FALSE POSITIVE 96.08%
886 CANDIDATE (PC) 58.98%
887 CANDIDATE (PC) 87.04%
888 CANDIDATE (PC) 58.54%
889 CANDIDATE (PC) 75.62%
890 FALSE POSITIVE 58.97%
891 CANDIDATE (PC) 71.91%
892 CANDIDATE (PC) 52.79%
893 CANDIDATE (PC) 70.11%
894 CONFIRMED (CP) 77.66%
895 FALSE POSITIVE 54.01%
896 FALSE POSITIVE 87.89%
897 CANDIDATE (PC) 88.49%
898 CONFIRMED (CP) 89.60%
899 FALSE POSITIVE 97.91%
900 FALSE POSITIVE 98.20%
901 CANDIDATE (PC) 51.67%
902 CANDIDATE (PC) 77.11%
903 FALSE POSITIVE 74.10%
904 CANDIDATE (PC) 76.78%
905 CANDIDATE (PC) 61.00%
906 CANDIDATE (PC) 98.67%
907 CONFIRMED (CP) 46.23%
908 CANDIDATE (PC) 48.91%
909 CANDIDATE (PC) 72.60%
910 FALSE POSITIVE 98.47%
911 CONFIRMED (CP) 90.43%
912 CANDIDATE (PC) 57.93%
913 CONFIRMED (CP) 77.02%
914 CONFIRMED (CP) 82.61%
915 CONFIRMED (CP) 61.03%
916 CONFIRMED (CP) 58.48%
917 FALSE POSITIVE 96.99%
918 CONFIRMED (CP) 90.31%
919 FALSE POSITIVE 53.96%
920 FALSE POSITIVE 51.09%
921 CANDIDATE (PC) 38.42%
922 CONFIRMED (CP) 74.87%
923 CONFIRMED (CP) 51.97%
924 CANDIDATE (PC) 86.16%
925 CANDIDATE (PC) 79.25%
926 CONFIRMED (CP) 92.17%
927 CONFIRMED (CP) 53.15%
928 CONFIRMED (CP) 50.86%
929 FALSE POSITIVE 98.19%
930 CANDIDATE (PC) 55.96%
931 FALSE POSITIVE 65.57%
932 FALSE POSITIVE 97.82%
933 FALSE POSITIVE 87.05%
934 CANDIDATE (PC) 83.45%
935 CONFIRMED (CP) 89.20%
936 FALSE POSITIVE 64.93%
937 CONFIRMED (CP) 87.91%
938 CONFIRMED (CP) 45.54%
939 CANDIDATE (PC) 50.54%
940 FALSE POSITIVE 96.19%
941 FALSE POSITIVE 65.95%
942 CONFIRMED (CP) 71.62%
943 CONFIRMED (CP) 86.84%
944 CANDIDATE (PC) 53.53%
945 CONFIRMED (CP) 44.29%
946 CONFIRMED (CP) 55.57%
947 CONFIRMED (CP) 81.11%
948 CANDIDATE (PC) 80.06%
949 CANDIDATE (PC) 56.32%
950 FALSE POSITIVE 65.70%
951 CANDIDATE (PC) 85.46%
952 CANDIDATE (PC) 77.14%
953 CONFIRMED (CP) 72.44%
954 FALSE POSITIVE 90.20%
955 CANDIDATE (PC) 51.31%
956 FALSE POSITIVE 98.82%
957 CANDIDATE (PC) 93.27%
958 CANDIDATE (PC) 79.97%
959 CANDIDATE (PC) 72.44%
960 CANDIDATE (PC) 54.82%
961 CANDIDATE (PC) 49.47%
962 CANDIDATE (PC) 66.66%
963 CANDIDATE (PC) 96.20%
964 FALSE POSITIVE 93.70%
965 CANDIDATE (PC) 55.33%
966 FALSE POSITIVE 48.03%
967 CANDIDATE (PC) 87.45%
968 CANDIDATE (PC) 39.32%
969 CONFIRMED (CP) 43.86%
970 FALSE POSITIVE 65.05%
971 CANDIDATE (PC) 53.20%
972 FALSE POSITIVE 98.29%
973 CANDIDATE (PC) 69.33%
974 CANDIDATE (PC) 81.10%
975 CANDIDATE (PC) 49.82%
976 CONFIRMED (CP) 55.76%
977 CANDIDATE (PC) 94.11%
978 CONFIRMED (CP) 91.60%
979 CANDIDATE (PC) 71.96%
980 FALSE POSITIVE 96.72%
981 CANDIDATE (PC) 85.05%
982 CANDIDATE (PC) 82.75%
983 CANDIDATE (PC) 66.53%
984 FALSE POSITIVE 97.49%
985 CONFIRMED (CP) 85.01%
986 FALSE POSITIVE 59.15%
987 FALSE POSITIVE 65.15%
988 CONFIRMED (CP) 82.69%
989 FALSE POSITIVE 98.75%
990 CONFIRMED (CP) 82.06%
991 CONFIRMED (CP) 37.31%
992 FALSE POSITIVE 77.29%
993 CANDIDATE (PC) 70.47%
994 CANDIDATE (PC) 46.17%
995 CANDIDATE (PC) 65.51%
996 CONFIRMED (CP) 88.55%
997 CANDIDATE (PC) 56.36%
998 FALSE POSITIVE 62.34%
999 CONFIRMED (CP) 66.18%
1000 FALSE POSITIVE 99.10%
1001 CANDIDATE (PC) 63.07%
1002 CONFIRMED (CP) 84.81%
1003 FALSE POSITIVE 98.40%
1004 CANDIDATE (PC) 81.68%
1005 CONFIRMED (CP) 46.86%
1006 CANDIDATE (PC) 60.60%
1007 CANDIDATE (PC) 48.02%
1008 FALSE POSITIVE 78.73%
1009 CANDIDATE (PC) 80.44%
1010 CANDIDATE (PC) 59.19%
1011 CANDIDATE (PC) 79.93%
1012 CANDIDATE (PC) 89.17%
1013 CANDIDATE (PC) 91.00%
1014 CONFIRMED (CP) 43.21%
1015 FALSE POSITIVE 38.81%
1016 CANDIDATE (PC) 72.90%
1017 CANDIDATE (PC) 91.06%
1018 FALSE POSITIVE 97.70%
1019 CANDIDATE (PC) 95.70%
1020 FALSE POSITIVE 91.66%
1021 CANDIDATE (PC) 84.77%
1022 CONFIRMED (CP) 94.86%
1023 CANDIDATE (PC) 42.97%
1024 CONFIRMED (CP) 57.87%
1025 CANDIDATE (PC) 88.97%
1026 CANDIDATE (PC) 53.12%
1027 FALSE POSITIVE 57.33%
1028 CONFIRMED (CP) 84.85%
1029 FALSE POSITIVE 96.00%
1030 FALSE POSITIVE 97.74%
1031 CONFIRMED (CP) 82.93%
1032 CANDIDATE (PC) 45.57%
1033 FALSE POSITIVE 43.03%
1034 CANDIDATE (PC) 76.53%
1035 CANDIDATE (PC) 83.10%
1036 CANDIDATE (PC) 45.81%
1037 FALSE POSITIVE 98.33%
1038 FALSE POSITIVE 98.62%
1039 CANDIDATE (PC) 80.30%
1040 FALSE POSITIVE 99.03%
1041 CANDIDATE (PC) 85.43%
1042 CANDIDATE (PC) 57.18%
1043 CONFIRMED (CP) 95.81%
1044 CONFIRMED (CP) 73.93%
1045 CONFIRMED (CP) 44.65%
1046 CANDIDATE (PC) 86.43%
1047 CANDIDATE (PC) 93.62%
1048 CANDIDATE (PC) 50.85%
1049 FALSE POSITIVE 95.80%
1050 FALSE POSITIVE 99.29%
1051 CANDIDATE (PC) 79.91%
1052 CONFIRMED (CP) 37.99%
1053 CONFIRMED (CP) 58.28%
1054 CANDIDATE (PC) 97.82%
1055 CONFIRMED (CP) 69.69%
1056 CANDIDATE (PC) 87.71%
1057 CANDIDATE (PC) 84.61%
1058 CANDIDATE (PC) 79.28%
1059 CANDIDATE (PC) 71.90%
1060 CANDIDATE (PC) 88.96%
1061 CANDIDATE (PC) 72.10%
1062 CANDIDATE (PC) 65.51%
1063 CANDIDATE (PC) 86.04%
1064 FALSE POSITIVE 95.96%
1065 FALSE POSITIVE 89.12%
1066 CANDIDATE (PC) 87.70%
1067 CONFIRMED (CP) 54.73%
1068 CANDIDATE (PC) 96.87%
1069 CANDIDATE (PC) 86.28%
1070 CANDIDATE (PC) 86.18%
1071 CONFIRMED (CP) 85.21%
1072 FALSE POSITIVE 98.48%
1073 CANDIDATE (PC) 93.79%
1074 CANDIDATE (PC) 64.60%
1075 CONFIRMED (CP) 91.61%
1076 CONFIRMED (CP) 42.18%
1077 CANDIDATE (PC) 96.25%
1078 CANDIDATE (PC) 90.80%
1079 CONFIRMED (CP) 91.91%
1080 FALSE POSITIVE 95.42%
1081 CONFIRMED (CP) 75.95%
1082 CANDIDATE (PC) 56.83%
1083 CANDIDATE (PC) 89.96%
1084 FALSE POSITIVE 55.45%
1085 CANDIDATE (PC) 55.21%
1086 CANDIDATE (PC) 41.14%
1087 CANDIDATE (PC) 82.39%
1088 CONFIRMED (CP) 51.92%
1089 CANDIDATE (PC) 85.60%
1090 FALSE POSITIVE 97.62%
1091 FALSE POSITIVE 98.38%
1092 CANDIDATE (PC) 87.78%
1093 CANDIDATE (PC) 77.77%
1094 CANDIDATE (PC) 62.29%
1095 CONFIRMED (CP) 90.72%
1096 CANDIDATE (PC) 73.58%
1097 CANDIDATE (PC) 55.41%
1098 FALSE POSITIVE 95.99%
1099 CANDIDATE (PC) 54.20%
1100 CONFIRMED (CP) 63.42%
1101 CONFIRMED (CP) 55.64%
1102 CANDIDATE (PC) 53.76%
1103 CANDIDATE (PC) 45.73%
1104 FALSE POSITIVE 55.62%
1105 CANDIDATE (PC) 60.23%
1106 FALSE POSITIVE 97.34%
1107 CONFIRMED (CP) 75.79%
1108 CONFIRMED (CP) 89.47%
1109 CANDIDATE (PC) 65.30%
1110 CONFIRMED (CP) 86.19%
1111 CANDIDATE (PC) 98.42%
1112 CANDIDATE (PC) 66.03%
1113 FALSE POSITIVE 54.74%
1114 CANDIDATE (PC) 59.71%
1115 CANDIDATE (PC) 87.15%
1116 CONFIRMED (CP) 68.76%
1117 CONFIRMED (CP) 60.35%
1118 CANDIDATE (PC) 83.99%
1119 CANDIDATE (PC) 75.92%
1120 FALSE POSITIVE 98.05%
1121 CANDIDATE (PC) 88.96%
1122 CONFIRMED (CP) 95.31%
1123 CANDIDATE (PC) 69.01%
1124 CONFIRMED (CP) 49.98%
1125 CANDIDATE (PC) 57.64%
1126 CANDIDATE (PC) 76.45%
1127 CANDIDATE (PC) 64.65%
1128 CANDIDATE (PC) 85.86%
1129 FALSE POSITIVE 50.04%
1130 CANDIDATE (PC) 70.93%
1131 CANDIDATE (PC) 84.19%
1132 FALSE POSITIVE 56.67%
1133 FALSE POSITIVE 75.10%
1134 CANDIDATE (PC) 46.10%
1135 FALSE POSITIVE 66.64%
1136 CANDIDATE (PC) 85.67%
1137 CANDIDATE (PC) 95.32%
1138 CONFIRMED (CP) 66.91%
1139 CANDIDATE (PC) 71.91%
1140 FALSE POSITIVE 97.93%
1141 CONFIRMED (CP) 66.24%
1142 CANDIDATE (PC) 42.59%
1143 CANDIDATE (PC) 68.41%
1144 FALSE POSITIVE 99.34%
1145 CANDIDATE (PC) 63.90%
1146 CANDIDATE (PC) 75.34%
1147 CANDIDATE (PC) 76.88%
1148 CANDIDATE (PC) 67.24%
1149 CANDIDATE (PC) 80.03%
1150 FALSE POSITIVE 42.84%
1151 CONFIRMED (CP) 94.91%
1152 CANDIDATE (PC) 85.25%
1153 CONFIRMED (CP) 82.03%
1154 FALSE POSITIVE 39.74%
1155 CANDIDATE (PC) 87.60%
1156 CANDIDATE (PC) 96.05%
1157 CONFIRMED (CP) 54.05%
1158 FALSE POSITIVE 85.72%
1159 CONFIRMED (CP) 50.37%
1160 FALSE POSITIVE 98.00%
1161 FALSE POSITIVE 98.64%
1162 CONFIRMED (CP) 92.80%
1163 CONFIRMED (CP) 97.60%
1164 FALSE POSITIVE 61.28%
1165 FALSE POSITIVE 65.34%
1166 CONFIRMED (CP) 92.60%
1167 CANDIDATE (PC) 69.79%
1168 FALSE POSITIVE 97.92%
1169 CANDIDATE (PC) 81.87%
1170 CONFIRMED (CP) 56.28%
1171 CONFIRMED (CP) 91.27%
1172 CONFIRMED (CP) 80.66%
1173 CONFIRMED (CP) 76.66%
1174 CANDIDATE (PC) 69.06%
1175 FALSE POSITIVE 62.09%
1176 FALSE POSITIVE 76.81%
1177 CONFIRMED (CP) 57.58%
1178 CANDIDATE (PC) 62.46%
1179 CONFIRMED (CP) 80.57%
1180 CONFIRMED (CP) 90.60%
1181 CONFIRMED (CP) 51.70%
1182 CONFIRMED (CP) 46.93%
1183 CANDIDATE (PC) 45.18%
1184 CONFIRMED (CP) 53.58%
1185 CANDIDATE (PC) 49.01%
1186 FALSE POSITIVE 84.57%
1187 CANDIDATE (PC) 50.08%
1188 CANDIDATE (PC) 85.92%
1189 FALSE POSITIVE 83.38%
1190 CONFIRMED (CP) 85.83%
1191 CANDIDATE (PC) 82.83%
1192 FALSE POSITIVE 45.85%
1193 CONFIRMED (CP) 81.07%
1194 FALSE POSITIVE 88.44%
1195 CONFIRMED (CP) 51.44%
1196 FALSE POSITIVE 97.85%
1197 FALSE POSITIVE 48.59%
1198 CONFIRMED (CP) 53.62%
1199 CANDIDATE (PC) 54.01%
1200 FALSE POSITIVE 98.41%
1201 CANDIDATE (PC) 85.39%
1202 CONFIRMED (CP) 48.27%
1203 FALSE POSITIVE 60.75%
1204 CONFIRMED (CP) 46.08%
1205 CONFIRMED (CP) 84.84%
1206 FALSE POSITIVE 90.49%
1207 CONFIRMED (CP) 93.66%
1208 FALSE POSITIVE 67.41%
1209 FALSE POSITIVE 90.39%
1210 CONFIRMED (CP) 48.61%
1211 FALSE POSITIVE 67.26%
1212 CANDIDATE (PC) 98.78%
1213 CANDIDATE (PC) 84.32%
1214 FALSE POSITIVE 91.79%
1215 FALSE POSITIVE 64.29%
1216 CONFIRMED (CP) 40.52%
1217 CONFIRMED (CP) 94.35%
1218 FALSE POSITIVE 98.81%
1219 CONFIRMED (CP) 54.28%
1220 CANDIDATE (PC) 69.83%
1221 CONFIRMED (CP) 91.63%
1222 CONFIRMED (CP) 55.80%
1223 CANDIDATE (PC) 73.89%
1224 CANDIDATE (PC) 83.26%
1225 CANDIDATE (PC) 79.69%
1226 CONFIRMED (CP) 47.91%
1227 FALSE POSITIVE 95.32%
1228 FALSE POSITIVE 33.96%
1229 FALSE POSITIVE 79.54%
1230 FALSE POSITIVE 98.53%
1231 CANDIDATE (PC) 82.19%
1232 FALSE POSITIVE 98.23%
1233 CANDIDATE (PC) 42.07%
1234 FALSE POSITIVE 98.24%
1235 CONFIRMED (CP) 54.33%
1236 CONFIRMED (CP) 50.88%
1237 CANDIDATE (PC) 85.47%
1238 FALSE POSITIVE 60.56%
1239 CONFIRMED (CP) 63.14%
1240 CANDIDATE (PC) 84.85%
1241 CANDIDATE (PC) 65.70%
1242 FALSE POSITIVE 99.17%
1243 CONFIRMED (CP) 69.41%
1244 CANDIDATE (PC) 57.47%
1245 FALSE POSITIVE 98.86%
1246 CANDIDATE (PC) 50.92%
1247 CONFIRMED (CP) 56.41%
1248 CONFIRMED (CP) 85.06%
1249 CONFIRMED (CP) 63.56%
1250 CANDIDATE (PC) 52.30%
1251 CANDIDATE (PC) 87.42%
1252 CANDIDATE (PC) 49.95%
1253 CANDIDATE (PC) 42.60%
1254 CANDIDATE (PC) 79.93%
1255 CONFIRMED (CP) 94.03%
1256 CANDIDATE (PC) 67.37%
1257 CONFIRMED (CP) 39.03%
1258 CONFIRMED (CP) 76.10%
1259 FALSE POSITIVE 84.84%
1260 CONFIRMED (CP) 94.57%
1261 CANDIDATE (PC) 60.52%
1262 FALSE POSITIVE 70.69%
1263 CONFIRMED (CP) 44.26%
1264 CANDIDATE (PC) 86.16%
1265 CONFIRMED (CP) 70.70%
1266 FALSE POSITIVE 98.69%
1267 FALSE POSITIVE 60.75%
1268 CONFIRMED (CP) 50.21%
1269 CANDIDATE (PC) 53.66%
1270 CANDIDATE (PC) 68.94%
1271 CANDIDATE (PC) 53.90%
1272 CANDIDATE (PC) 66.98%
1273 CANDIDATE (PC) 88.06%
1274 CANDIDATE (PC) 65.74%
1275 CONFIRMED (CP) 71.88%
1276 CANDIDATE (PC) 59.46%
1277 CONFIRMED (CP) 85.29%
1278 CONFIRMED (CP) 71.50%
1279 FALSE POSITIVE 54.03%
1280 CANDIDATE (PC) 85.78%
1281 CANDIDATE (PC) 67.63%
1282 FALSE POSITIVE 97.87%
1283 CANDIDATE (PC) 96.66%
1284 FALSE POSITIVE 75.62%
1285 CANDIDATE (PC) 98.26%
1286 FALSE POSITIVE 98.74%
1287 CANDIDATE (PC) 56.69%
1288 CANDIDATE (PC) 48.78%
1289 CANDIDATE (PC) 96.64%
1290 CANDIDATE (PC) 58.29%
1291 FALSE POSITIVE 96.07%
1292 CONFIRMED (CP) 46.23%
1293 CANDIDATE (PC) 62.82%
1294 CONFIRMED (CP) 78.66%
1295 FALSE POSITIVE 88.68%
1296 CONFIRMED (CP) 83.28%
1297 CONFIRMED (CP) 67.92%
1298 FALSE POSITIVE 84.83%
1299 FALSE POSITIVE 98.57%
1300 CONFIRMED (CP) 55.91%
1301 FALSE POSITIVE 48.26%
1302 CANDIDATE (PC) 93.68%
1303 CANDIDATE (PC) 97.55%
1304 CONFIRMED (CP) 69.08%
1305 CANDIDATE (PC) 52.28%
1306 CANDIDATE (PC) 60.50%
1307 FALSE POSITIVE 78.62%
1308 CANDIDATE (PC) 53.56%
1309 FALSE POSITIVE 77.79%
1310 CANDIDATE (PC) 60.56%
1311 CONFIRMED (CP) 96.66%
1312 CANDIDATE (PC) 51.18%
1313 CANDIDATE (PC) 76.68%
1314 FALSE POSITIVE 89.91%
1315 FALSE POSITIVE 95.16%
1316 FALSE POSITIVE 99.37%
1317 CANDIDATE (PC) 57.91%
1318 CONFIRMED (CP) 45.58%
1319 FALSE POSITIVE 58.93%
1320 FALSE POSITIVE 53.41%
1321 CONFIRMED (CP) 72.95%
1322 CANDIDATE (PC) 52.82%
1323 CONFIRMED (CP) 92.52%
1324 CANDIDATE (PC) 71.68%
1325 CANDIDATE (PC) 97.71%
1326 CANDIDATE (PC) 77.77%
1327 CANDIDATE (PC) 88.96%
1328 CANDIDATE (PC) 69.61%
1329 FALSE POSITIVE 52.97%
1330 FALSE POSITIVE 97.91%
1331 CANDIDATE (PC) 98.89%
1332 FALSE POSITIVE 81.43%
1333 CANDIDATE (PC) 76.16%
1334 CANDIDATE (PC) 60.40%
1335 CONFIRMED (CP) 53.30%
1336 FALSE POSITIVE 93.46%
1337 CANDIDATE (PC) 56.29%
1338 CANDIDATE (PC) 86.59%
1339 CANDIDATE (PC) 62.82%
1340 CANDIDATE (PC) 85.73%
1341 CANDIDATE (PC) 98.95%
1342 CONFIRMED (CP) 55.92%
1343 CONFIRMED (CP) 95.01%
1344 CANDIDATE (PC) 97.43%
1345 CONFIRMED (CP) 55.60%
1346 CONFIRMED (CP) 45.35%
1347 CANDIDATE (PC) 79.17%
1348 CANDIDATE (PC) 79.86%
1349 CONFIRMED (CP) 50.27%
1350 CANDIDATE (PC) 86.70%
1351 CANDIDATE (PC) 85.97%
1352 CANDIDATE (PC) 70.49%
1353 FALSE POSITIVE 95.30%
1354 CANDIDATE (PC) 85.72%
1355 CONFIRMED (CP) 74.40%
1356 FALSE POSITIVE 59.53%
1357 CONFIRMED (CP) 66.98%
1358 CANDIDATE (PC) 70.30%
1359 FALSE POSITIVE 98.89%
1360 CONFIRMED (CP) 75.48%
1361 CANDIDATE (PC) 52.49%
1362 CANDIDATE (PC) 85.57%
1363 CONFIRMED (CP) 47.47%
1364 CONFIRMED (CP) 90.72%
1365 FALSE POSITIVE 96.71%
1366 FALSE POSITIVE 51.21%
1367 FALSE POSITIVE 61.71%
1368 CONFIRMED (CP) 84.16%
1369 CANDIDATE (PC) 48.62%
1370 CANDIDATE (PC) 55.66%
1371 CANDIDATE (PC) 98.26%
1372 CANDIDATE (PC) 54.20%
1373 CANDIDATE (PC) 62.40%
1374 CONFIRMED (CP) 82.27%
1375 CONFIRMED (CP) 94.14%
1376 CANDIDATE (PC) 69.56%
1377 CONFIRMED (CP) 65.92%
1378 CANDIDATE (PC) 97.82%
1379 FALSE POSITIVE 84.40%
1380 CANDIDATE (PC) 85.30%
1381 CONFIRMED (CP) 48.33%
1382 CONFIRMED (CP) 83.41%
1383 CANDIDATE (PC) 47.25%
1384 FALSE POSITIVE 96.60%
1385 FALSE POSITIVE 44.68%
1386 CANDIDATE (PC) 52.20%
1387 CANDIDATE (PC) 93.29%
1388 FALSE POSITIVE 56.45%
1389 CONFIRMED (CP) 45.25%
1390 CONFIRMED (CP) 64.67%
1391 FALSE POSITIVE 78.70%
1392 CONFIRMED (CP) 97.93%
1393 FALSE POSITIVE 65.88%
1394 CONFIRMED (CP) 94.10%
1395 CANDIDATE (PC) 79.03%
1396 CANDIDATE (PC) 73.93%
1397 CANDIDATE (PC) 70.93%
1398 FALSE POSITIVE 96.70%
1399 CANDIDATE (PC) 48.57%
1400 CANDIDATE (PC) 81.54%
1401 FALSE POSITIVE 95.84%
1402 CANDIDATE (PC) 71.96%
1403 CANDIDATE (PC) 51.62%
1404 CANDIDATE (PC) 90.65%
1405 FALSE POSITIVE 41.14%
1406 FALSE POSITIVE 99.07%
1407 CONFIRMED (CP) 86.14%
1408 FALSE POSITIVE 62.07%
1409 CANDIDATE (PC) 42.04%
1410 CANDIDATE (PC) 88.67%
1411 CANDIDATE (PC) 76.71%
1412 FALSE POSITIVE 82.30%
1413 CONFIRMED (CP) 51.17%
1414 FALSE POSITIVE 58.09%
1415 CONFIRMED (CP) 96.39%
1416 CANDIDATE (PC) 63.33%
1417 CANDIDATE (PC) 45.68%
1418 CONFIRMED (CP) 97.00%
1419 CANDIDATE (PC) 55.94%
1420 CONFIRMED (CP) 89.74%
1421 CANDIDATE (PC) 54.42%
1422 CANDIDATE (PC) 43.67%
1423 FALSE POSITIVE 99.27%
1424 CONFIRMED (CP) 47.45%
1425 CONFIRMED (CP) 70.93%
1426 CANDIDATE (PC) 83.66%
1427 CANDIDATE (PC) 68.28%
1428 CANDIDATE (PC) 50.34%
1429 CANDIDATE (PC) 61.90%
1430 CANDIDATE (PC) 52.12%
1431 CANDIDATE (PC) 85.68%
1432 CONFIRMED (CP) 48.14%
1433 FALSE POSITIVE 50.04%
1434 CANDIDATE (PC) 87.78%
1435 FALSE POSITIVE 70.81%
1436 CANDIDATE (PC) 87.13%
1437 FALSE POSITIVE 96.21%
1438 CONFIRMED (CP) 76.03%
1439 FALSE POSITIVE 75.91%
1440 CANDIDATE (PC) 98.79%
1441 FALSE POSITIVE 93.26%
1442 CONFIRMED (CP) 44.52%
1443 CANDIDATE (PC) 84.64%
1444 CANDIDATE (PC) 61.71%
1445 CONFIRMED (CP) 46.20%
1446 CANDIDATE (PC) 48.42%
1447 CONFIRMED (CP) 90.21%
1448 CONFIRMED (CP) 62.95%
1449 CANDIDATE (PC) 52.01%
1450 CANDIDATE (PC) 79.74%
1451 CANDIDATE (PC) 91.75%
1452 FALSE POSITIVE 90.12%
