PERIOD,RADIUS,DENSITY,NUM_PLANETS,DISPOSITION_ENCODED
7.8173399,2.16,0.993,2.0,2
7.8142,2.67,0.993,2.0,2
18.289,3.16,0.993,2.0,2
18.283257,2.31,0.993,2.0,2
18.286069,2.62624197,0.993,2.0,2
18.311,2.77,0.993,2.0,2
8.199796,2.3,0.993,1.0,2
8.20075,2.47,0.993,1.0,2
8.2008,3.567,0.993,1.0,2
8.20023,2.53,0.993,1.0,2
8.199814,2.49801045,0.993,1.0,2
8.20008746059,2.79975419,0.993,1.0,2
8.2000844,2.4996027,0.993,1.0,2
10.994748,4.05,0.993,1.0,2
10.99501,4.55,0.993,1.0,2
10.993948,3.14685573,0.993,1.0,2
10.9947,4.09,0.73,1.0,2
10.99497,3.99,0.3,1.0,2
21.99036193738,4.60346552,0.993,1.0,2
10.99573,3.69,0.993,1.0,2
10.353263,3.09,0.993,2.0,2
10.35239,3.58,0.993,2.0,2
10.3516,2.86,0.993,2.0,2
10.35176,2.97,0.993,2.0,2
10.35848367,3.567,0.993,2.0,2
10.3535,3.32,0.993,2.0,2
5.06416,2.41,0.993,2.0,2
5.0639064,2.46,0.993,2.0,2
5.06347,2.32,0.993,2.0,2
5.06468,2.31,0.993,2.0,2
5.06408,2.44,0.993,2.0,2
19.0912,2.03,0.993,3.0,2
19.0918,2.01,0.993,3.0,2
19.09995,2.11327433,0.993,3.0,2
5.605,1.47,0.993,3.0,2
5.60473,1.41,0.993,3.0,2
5.605309,1.48914397,0.993,3.0,2
28.867253,2.55211506,0.993,3.0,2
28.8819,2.39,0.993,3.0,2
6.10099028,3.567,0.993,1.0,2
6.102325,1.97,0.993,1.0,2
6.10241,2.38,0.993,1.0,2
6.10224,1.82,0.993,1.0,2
2.74697,1.244,0.993,2.0,2
2.747128,1.36,0.993,2.0,2
2.747227,1.71,0.993,2.0,2
9.99791,1.7,0.993,2.0,2
9.99767,1.483,0.993,2.0,2
10.00102551,3.567,0.993,2.0,2
9.997442,2.11,0.993,2.0,2
6.4215,2.41,0.993,2.0,2
6.42149,2.51,0.993,2.0,2
27.86,2.03,0.993,2.0,2
27.8522,2.16,0.993,2.0,2
0.684575,1.4,0.993,1.0,2
0.684541,1.36,0.993,1.0,2
0.684533,1.01,0.993,1.0,2
0.684559,1.2,0.993,1.0,2
0.684553,1.27572042,0.993,1.0,2
0.684557,1.37,0.993,1.0,2
0.68458757,3.567,0.993,1.0,2
0.68453862616,1.4,5.9,1.0,2
8.775864,1.97521161,0.993,1.0,2
8.77683,1.96,0.993,1.0,2
8.77709,5.1,0.993,1.0,2
9.726618,7.6,0.993,1.0,2
9.72739,4.6,0.993,1.0,2
9.72665,7.23871,0.993,1.0,2
9.72664,8.42,0.993,1.0,2
4.61228,2.3,0.993,1.0,2
4.6122,1.23,0.993,1.0,2
4.61244,1.27,0.993,1.0,2
1.095962,0.617,0.993,1.0,2
1.095979,1.08,0.993,1.0,2
1.096026,0.615,0.993,1.0,2
18.44951,3.09,0.993,1.0,2
18.4474,5.6,0.993,1.0,2
18.44883,1.6,0.993,1.0,2
18.448653,3.33,0.993,1.0,2
18.4498,2.25,0.993,1.0,2
13.71468745,3.567,0.993,2.0,2
13.733314,2.6,0.993,2.0,2
13.734907,2.53,0.993,2.0,2
13.73288,2.64,0.993,2.0,2
13.7311,2.04,0.993,2.0,2
2.90032,1.02,0.993,2.0,2
2.90022,1.36,0.993,2.0,2
2.900706,1.3,0.993,2.0,2
1.41929871,3.567,0.993,1.0,2
1.419714,1.18,0.993,1.0,2
1.419604,1.22,0.993,1.0,2
1.419549,1.1,0.993,1.0,2
10.134016,3.88,0.993,1.0,2
10.1346454,3.31,0.993,1.0,2
10.134231,1.76,0.993,1.0,2
10.13446,1.92,0.993,1.0,2
10.134279,14.8,0.993,1.0,2
10.1338,3.567,0.993,1.0,2
10.135091,3.7,0.993,1.0,2
10.13389,3.47,0.993,1.0,2
8.4061,14.68379,0.993,1.0,2
8.406951,11.5,0.993,1.0,2
8.405276,8.04276104,0.993,1.0,2
8.4071591,10.1248,0.993,1.0,2
8.406726,10.61,0.993,1.0,2
8.406,3.567,0.993,1.0,2
8.4061,14.68379,0.993,1.0,2
8.407115,13.45077684,0.392,1.0,2
8.40685,10.88,0.993,1.0,2
6.146653835,14.68379,0.993,1.0,2
10.13682,4.6,0.993,1.0,2
10.13675,4.3,2.15,1.0,2
10.136796,5.00805298,0.993,1.0,2
10.13693,4.93,0.8,1.0,2
10.136448,5.2,0.993,1.0,2
10.136,3.567,0.993,1.0,2
10.136527,4.5,0.993,1.0,2
10.13892836,3.567,0.993,1.0,2
10.1367349,5.06645928,1.4,1.0,2
10.1367283,5.44119,0.993,1.0,2
18.24841,12.48,0.993,2.0,2
18.249,14.45961,0.993,2.0,2
18.248708,10.53585955,0.993,2.0,2
18.24901,12.37,0.9,2.0,2
18.25,3.567,0.993,2.0,2
18.251985,11.73,0.993,2.0,2
18.24783,11.88151954,0.993,2.0,2
18.252213,8.3,0.993,2.0,2
1.33711716,3.567,0.993,1.0,2
1.337116562,3.567,0.993,1.0,2
1.337,3.567,0.993,1.0,2
1.33711647,14.056,1.573,1.0,2
6.146653835,3.567,0.993,1.0,2
1.337116553,12.89035,0.993,1.0,2
1.337116,11.5,0.993,1.0,2
1.3371164,3.567,0.993,1.0,2
1.3371182,12.823,2.208,1.0,2
1.33711405,3.567,0.993,1.0,2
1.33711569,11.85,0.993,1.0,2
6.146653835,3.567,0.993,1.0,2
1.33711647,14.056086,1.552,1.0,2
1.5108261,3.567,0.993,7.0,2
1.51087,3.567,0.993,7.0,2
1.51087081,1.086,3.6,7.0,2
1.51088432,3.567,0.993,7.0,2
1.510826,1.116,5.441939,7.0,2
6.146653835,1.121,4.0,7.0,2
1.51094471179,1.20389172,0.993,7.0,2
1.510848,1.113,0.993,7.0,2
6.146653835,3.567,0.993,7.0,2
2.421937,1.097,5.463993,7.0,2
2.421848,1.049,0.993,7.0,2
2.4218233,1.056,6.45,7.0,2
2.4219371,3.567,0.993,7.0,2
2.42179346,3.567,0.993,7.0,2
6.146653835,1.095,4.87,7.0,2
6.146653835,3.567,0.993,7.0,2
4.04961,0.772,4.9,7.0,2
6.146653835,0.784,3.4,7.0,2
4.049219,0.788,4.366784,7.0,2
4.04978035,3.567,0.993,7.0,2
6.09956479,3.567,0.993,7.0,2
6.101013,0.92,4.901605,7.0,2
6.099615,0.918,4.4,7.0,2
6.09705,3.567,0.993,7.0,2
6.146653835,0.91,5.646,7.0,2
6.146653835,1.046,4.5,7.0,2
9.20659399,3.567,0.993,7.0,2
9.2129,3.567,0.993,7.0,2
9.20754,1.045,5.022904,7.0,2
9.20669,1.045,3.3,7.0,2
6.146653835,1.148,4.18,7.0,2
12.35294,1.127,5.2,7.0,2
12.352446,1.129,5.055986,7.0,2
12.3535557,3.567,0.993,7.0,2
18.772866,0.755,4.16278,7.0,2
6.146653835,0.773,3.96,7.0,2
18.767,0.752,0.993,7.0,2
18.7672745,3.567,0.993,7.0,2
20.0,0.755,0.993,7.0,2
24.1396,10.27,0.993,4.0,2
24.13861,10.22,0.993,4.0,2
24.1315,9.53,0.993,4.0,2
24.1399,9.72939525,1.2,4.0,2
24.141341,3.567,0.993,4.0,2
8.2438,5.05,0.993,4.0,2
8.24958,5.59,0.993,4.0,2
8.24892,5.15613112,3.5,4.0,2
8.24959,3.567,0.993,4.0,2
12.4032,6.41,0.993,4.0,2
12.396,6.13,0.993,4.0,2
12.4058,6.43395492,2.4,4.0,2
60.0,8.74,0.993,4.0,2
53.5,9.97599282,1.79,4.0,2
44.1699,9.94,0.993,4.0,2
40.2,8.23860081,3.6,4.0,2
5.72149,10.53646,0.19,2.0,2
6.146653835,3.567,0.993,2.0,2
5.72148722,3.567,0.993,2.0,2
5.7214742,3.567,0.134,2.0,2
5.7214742,10.55,0.143,2.0,2
5.72226,12.8433,0.993,2.0,2
5.72148926,3.567,0.993,2.0,2
5.7214904,3.567,0.993,2.0,2
6.146653835,3.567,0.993,2.0,2
5.7214742,3.567,0.993,2.0,2
5.7214742,10.626132,0.993,2.0,2
5.721488,3.567,0.993,2.0,2
1088.0,3.567,0.993,2.0,2
1088.0,3.567,0.993,2.0,2
1088.0,3.567,0.993,2.0,2
4.0460644,18.2851,0.993,1.0,2
4.04605063,3.567,0.993,1.0,2
4.0460654,14.94,0.993,1.0,2
4.0460435,16.14096,0.233,1.0,2
6.146653835,3.567,0.993,1.0,2
4.0460496,3.567,0.993,1.0,2
4.046005,12.0,0.993,1.0,2
4.53346998242,13.22170304,0.993,1.0,2
4.5334686,3.567,0.993,1.0,2
4.533471,12.66617,0.29,1.0,2
4.5334682,3.567,0.993,1.0,2
6.146653835,3.567,0.993,1.0,2
6.146653835,3.567,0.993,1.0,2
6.146653835,3.567,0.993,1.0,2
6.146653835,3.567,0.993,1.0,2
6.146653835,3.567,0.993,1.0,2
6.146653835,3.567,0.993,1.0,2
6.146653835,3.567,0.993,1.0,2
6.146653835,3.567,0.993,1.0,2
6.146653835,3.567,0.993,1.0,2
6.146653835,3.567,0.993,1.0,2
3.4088353,3.567,0.993,1.0,2
3.40883,13.597,0.676,1.0,2
3.40883,13.596517,0.629,1.0,2
3.40883458,3.567,0.993,1.0,2
3.40883502,3.567,0.993,1.0,2
6.146653835,3.567,0.993,1.0,2
3.4088387,14.01125,0.63,1.0,2
3.408833,14.2632,0.993,1.0,2
3.40884,15.177,0.993,1.0,2
4.1591492,12.64,0.989,4.0,2
4.15914806,3.567,0.993,4.0,2
4.159152,12.251,0.97,4.0,2
4.1591287,12.77,0.993,4.0,2
4.1591282,12.71,0.99,4.0,2
4.1,3.567,0.993,4.0,2
4.1591492,3.567,0.993,4.0,2
4.15810694,3.567,0.993,4.0,2
4.1591409,3.567,0.94,4.0,2
4.15915035,3.567,0.993,4.0,2
4.1591496,3.567,0.993,4.0,2
4.15917,13.18,0.993,4.0,2
4.159221,12.3,0.993,4.0,2
4.16071,12.9,0.98,4.0,2
4.1591399,12.89,0.984,4.0,2
4.1591739,10.5,0.993,4.0,2
4.1591289,12.63,0.993,4.0,2
4.159151,12.86,0.993,4.0,2
4.1591488,12.1616,0.993,4.0,2
572.0,3.567,0.993,4.0,2
588.8,3.567,0.993,4.0,2
592.5,3.567,0.993,4.0,2
588.5,3.567,0.993,4.0,2
588.8,3.567,0.993,4.0,2
589.57,3.567,0.993,4.0,2
580.7,3.567,0.993,4.0,2
9.03055,3.567,1.72,4.0,2
9.030501,3.65,0.993,4.0,2
9.03052118,3.567,0.993,4.0,2
9.03077,3.576,1.58,4.0,2
9.03081,3.63,0.993,4.0,2
9.095,3.71,1.8,4.0,2
9.0305419,3.06,0.993,4.0,2
9.03101,3.58,1.44,4.0,2
9.028052,3.3,0.993,4.0,2
9.03164,3.18,0.993,4.0,2
9.03079,3.6,1.2,4.0,2
0.7895933,3.567,0.993,4.0,2
0.78961301,1.5,0.993,4.0,2
0.789597,1.829,0.993,4.0,2
0.789693,1.79,0.993,4.0,2
0.79,1.773,6.8,4.0,2
0.78961,1.83,0.993,4.0,2
0.789655,1.8,0.993,4.0,2
0.789518,1.64,0.993,4.0,2
0.7895933,1.808,6.29,4.0,2
0.78957,1.79,6.1,4.0,2
0.789636,1.82,8.5,4.0,2
0.789592,1.81,6.35,4.0,2
0.789593,1.817,11.2,4.0,2
4.4656294,3.567,0.993,1.0,2
4.46563013,3.567,0.993,1.0,2
4.465633,14.572,0.346,1.0,2
4.4656299,3.567,0.993,1.0,2
4.46563432994,14.64677635,0.993,1.0,2
4.4656243,14.73,0.993,1.0,2
4.4656291,14.964015,0.329,1.0,2
4.465635,14.8,0.993,1.0,2
4.46563,14.90797,0.993,1.0,2
4.46659676,3.567,0.993,1.0,2
4.465633,14.5717,0.321,1.0,2
4.466,3.567,0.993,1.0,2
2.4841905,15.6,0.993,1.0,2
2.4841987,3.567,0.993,1.0,2
2.48450535,3.567,0.993,1.0,2
2.484193,14.235,0.69,1.0,2
2.4841981,15.54,0.993,1.0,2
2.4841939,11.8,0.993,1.0,2
2.4841975,13.3413,0.993,1.0,2
2.484193,14.23543,0.649,1.0,2
2.48419726,3.567,0.993,1.0,2
2.4841976,3.567,0.993,1.0,2
6.146653835,3.567,0.993,1.0,2
6.146653835,3.567,0.993,1.0,2
6.146653835,3.567,0.993,1.0,2
6.146653835,3.567,0.993,1.0,2
6.146653835,3.567,0.993,1.0,2
6.146653835,3.567,0.993,1.0,2
6.146653835,3.567,0.993,1.0,2
6.146653835,3.567,0.993,1.0,2
6.00127,2.043,2.92,1.0,2
6.00118,2.03,0.993,1.0,2
6.00127,2.043,4.03,1.0,2
6.146653835,1.7575203,0.993,1.0,2
9.48803557,2.26,3.20796,2.0,2
54.4183827,2.83,3.02368,2.0,2
19.89913995,14.6,7.29555,1.0,1
1.736952453,33.46,0.2208,1.0,0
2.525591777,2.75,1.98635,1.0,2
11.09432054,3.9,0.67324,3.0,2
4.13443512,2.77,0.37377,3.0,2
2.56658897,1.59,0.48909,3.0,2
7.36178958,39.21,0.00485,1.0,0
16.06864674,5.76,3.6659,3.0,2
2.470613377,13.04,1.83538,1.0,2
2.204735417,16.1,0.37936,1.0,2
3.522498429,14.59,0.65374,1.0,2
3.709214104,1.16,1.77451,2.0,2
11.521446064,150.51,1.27376,1.0,0
19.40393776,7.18,0.03785,1.0,0
19.221388942,49.29,1.57359,2.0,0
16.46983774,7.94,0.19353,1.0,0
9.27358173,2.47,1.93557,1.0,2
6.02930329,2.85,13.09803,1.0,2
2.696370652,1.58,0.51471,1.0,0
5.349553819,2.55,1.73782,3.0,2
3.94105221,1.7,1.85636,3.0,2
8.10904807,1.3,1.5302,3.0,2
386.6030528,41.5,4.63335,1.0,0
21.67699193,2.95,0.60007,4.0,2
4.99677968,2.78,1.71827,1.0,2
4.280963604,2.3,1.24482,1.0,2
1.50635409,4.53,0.84722,1.0,0
670.645531,14.14,0.02605,1.0,0
61.2563628,39.87,0.12411,1.0,0
38.3775486,2.82,1.40588,1.0,2
41.19725502,3.86,3.9471,3.0,2
6.252962249,2.65,3.28707,3.0,2
16.01308419,3.1,1.10942,1.0,2
32.62876672,3.36,2.79093,2.0,2
91.7732862,2.12,1.60558,2.0,2
4.959319244,12.21,1.46169,1.0,2
2.701287801,6.54,0.02818,1.0,0
4.49876511,2.1,0.67106,1.0,2
19.651209505,12.42,0.67559,1.0,0
5.412203927,2.94,0.51087,3.0,2
41.43958662,5.5,0.28189,1.0,2
8.35389523,2.52,6.73215,1.0,2
4.125543472,4.43,0.67162,1.0,2
2.816504904,12.21,2.09079,1.0,2
33.93373447,7.34,0.0371,1.0,0
3.689920099,1.89,1.70798,1.0,2
4.431238488,3.25,1.01996,3.0,2
11.37936986,3.95,0.63438,3.0,2
26.39432897,3.07,2.93923,1.0,2
13.57078281,2.64,0.49865,4.0,2
7.12594387,1.79,0.23879,3.0,2
7.442652004,15.03,7.48712,1.0,0
16.38489988,2.0,5.4538,3.0,2
7.8774163,2.16,8.09685,3.0,2
36.4454001,1.99,5.21237,3.0,2
3.728732147,6.02,1.24118,1.0,2
40.4195037,7.51,1.89549,1.0,1
2.243380573,1.99,1.50915,1.0,2
10.405998015,11.23,0.38489,1.0,0
2.337437946,2.34,2.41093,2.0,2
7.2406612,19.45,8.66412,2.0,1
3.43591631,0.55,0.47024,3.0,1
11.59822233,2.65,3.14915,1.0,2
6.575315881,5.31,0.64392,1.0,2
7.275040844,4.86,0.10578,1.0,2
19.27153892,1.93,8.48241,2.0,2
10.06524317,1.91,18.09666,2.0,2
12.3935651,2.66,0.27483,1.0,2
43.84439721,2.87,0.22039,4.0,2
3.341913228,21.55,0.01791,1.0,0
1.626630225,32.43,0.09631,1.0,0
2.711504086,3.12,0.91618,2.0,2
7.21203748,3.32,0.99867,2.0,2
14.1798187,1.88,7.76746,1.0,0
8.47237911,2.59,3.86328,2.0,2
60.4189369,2.36,4.26444,2.0,2
12.611904345,7.4,0.61222,1.0,2
1.433769925,46.58,0.1372,1.0,0
10.31872301,28.59,0.03681,1.0,0
2.539183147,2.06,1.46261,1.0,2
6.770300385,2.77,1.45164,1.0,2
0.444291966,27.51,0.42351,1.0,0
10.181584004,7.73,0.38059,1.0,1
20.06036336,1.96,3.09445,4.0,2
46.1842039,1.83,3.99779,4.0,2
23.9800854,1.31,0.05654,4.0,2
7.82502168,1.2,2.54508,4.0,2
3.895936525,7.34,2.31292,1.0,2
22.36646466,2.32,1.12517,1.0,2
1.625522174,9.73,1.28198,1.0,2
19.620346923,13.6,23.21659,1.0,1
7.544039,17.47,0.00393,1.0,0
9.02930689,2.57,2.66613,1.0,2
10.328035714,13.28,0.23528,1.0,0
143.2063047,8.9,1.83449,5.0,2
6.164876,0.79,0.69664,4.0,2
60.32494216,12.19,2.37656,5.0,2
29.1598615,1.91,1.92739,5.0,2
1.540397253,25.69,0.06102,1.0,0
2.99025443,1.7,0.17407,1.0,0
1.594745374,11.3,1.77544,1.0,2
4.783002698,2.5,3.45234,1.0,2
20.50588921,3.41,2.64998,1.0,2
3.340218842,2.03,3.23586,4.0,2
2.507089906,30.26,0.11003,1.0,0
18.64932728,3.12,1.97596,3.0,2
4.90144976,1.7,0.3709,4.0,2
9.75192101,2.76,0.044,3.0,2
38.5576546,4.02,0.19756,3.0,2
3.525632539,11.58,2.43681,1.0,2
34.84398644,7.61,1.86832,1.0,1
7.748094239,5.52,1.06292,1.0,2
23.96793669,1.8,3.03325,2.0,2
8.29561738,1.82,4.18931,2.0,2
8.11437482,2.1,3.76716,1.0,2
38.036729482,27.5,6.21385,1.0,0
4.64090031,30.09,0.00218,1.0,1
3.747838198,13.65,0.00878,1.0,0
14.74914825,2.89,0.55575,4.0,2
21.81295996,3.38,2.39175,1.0,2
7.91936937,10.34,1.13074,1.0,0
1.028436523,72.77,0.43236,1.0,1
15.37562369,11.01,2.43887,1.0,2
8.10363271,2.11,2.33533,2.0,2
4.71510843,1.46,2.42359,2.0,2
6.365839713,2.44,1.41102,1.0,2
5.97581754,3.86,0.14724,1.0,0
2.446737317,26.25,0.01691,1.0,0
3.04033046,8.99,2.31195,1.0,2
15.33528675,5.0,0.81659,5.0,2
7.95825328,1.06,0.29918,4.0,2
31.33046135,6.5,0.70448,5.0,2
3.9043425,12.28,0.39988,1.0,0
9.286358079,17.61,2.67897,1.0,0
3.951405455,31.44,0.19337,1.0,0
23.65369415,7.89,0.41907,5.0,2
13.23352214,3.06,0.3884,5.0,2
6.15560285,2.32,0.40662,5.0,2
2.090811305,1.62,0.1588,5.0,2
3.180027898,1.53,0.5756,4.0,2
50.4467417,2.67,0.97794,5.0,2
11.76307164,2.35,4.37951,2.0,2
56.2279271,2.37,4.47051,2.0,2
2.384052875,17.06,0.03902,1.0,0
7.953547,2.25,3.48717,2.0,2
4.14451656,1.48,2.87358,2.0,2
4.859386384,38.33,0.4563,1.0,0
10.526294577,8.24,3.85261,1.0,2
4.583520948,5.39,2.30111,1.0,2
3.76181843,2.66,0.06927,1.0,2
8.20396958,3.01,0.65082,2.0,2
14.49645186,3.01,0.0859,2.0,2
6.54626149,2.19,1.35056,5.0,2
12.71809866,2.31,2.98907,2.0,2
36.06588163,2.64,3.78452,2.0,2
4.190425659,6.21,1.28404,1.0,2
3.709870784,4.35,1.22579,1.0,2
16.3297527,3.75,0.16717,1.0,2
27.807566216,13.84,1.98053,1.0,2
80.8723469,7.59,0.37264,1.0,2
3.166465862,26.82,0.12553,1.0,0
24.99324319,2.29,0.42385,1.0,2
10.35533116,2.47,2.92779,1.0,2
16.08518937,3.68,0.41177,1.0,2
235.9986399,10.59,2.14449,1.0,1
7.49018305,2.56,3.3941,4.0,2
36.2761238,3.03,3.09103,4.0,2
17.46087931,2.32,7.45729,4.0,2
56.0560754,1.94,5.11354,1.0,2
41.408316686,11.38,3.42177,1.0,2
39.74893077,14.21,0.31474,1.0,1
5.715425977,2.47,2.71439,2.0,2
49.18394185,8.2,0.31666,2.0,2
20.0261412,2.28,2.00738,2.0,2
13.61014819,19.02,0.84633,1.0,1
10.44331991,2.66,4.32663,1.0,0
2.237489571,1.41,3.26761,1.0,2
5.851520671,14.62,2.48066,1.0,0
3.167893418,2.62,2.78453,1.0,2
4.311780262,3.11,1.86883,3.0,2
20.0504494,2.69,1.54536,3.0,2
9.76734503,2.67,2.17446,3.0,2
119.0207044,8.98,2.31024,1.0,1
190.3200468,7.78,0.11866,2.0,2
2.861159894,4.37,0.22208,1.0,0
26.44439337,3.91,3.96328,4.0,2
51.53997972,5.51,1.85679,4.0,2
5.902245782,2.43,2.05923,4.0,2
2.382951591,1.86,2.19197,4.0,2
21.02250608,3.07,2.85327,2.0,2
3.219814777,1.69,3.26825,4.0,2
5.912273234,1.73,4.13623,2.0,2
8.98581901,1.65,3.50489,2.0,2
12.940668656,22.94,4.93266,1.0,1
20.5452375,2.41,0.52476,1.0,0
33.60123371,8.46,2.04292,2.0,2
6.76652928,1.97,1.85399,2.0,2
4.347288783,2.36,4.18264,1.0,2
4.601811819,2.35,2.109,2.0,2
11.18719905,1.55,2.28406,2.0,2
4.220965778,2.62,0.5702,1.0,2
6.998099523,588.66,22.19119,1.0,0
5.95489993,2.33,3.48052,3.0,2
12.03987488,2.18,4.82896,3.0,2
20.83762895,1.42,5.25789,3.0,2
8.8111022,63.66,0.00762,1.0,0
23.58917143,3.16,0.16337,1.0,2
6.481633073,2.54,0.20633,2.0,2
10.37168928,3.2,2.15323,2.0,2
3.96996298,1.78,4.07984,2.0,2
4.40841331,2.66,0.03994,1.0,2
7.9426176,4.68,0.02282,1.0,0
226.8904775,4.53,1.95932,2.0,2
1.956811408,21.58,0.72779,1.0,0
2.688899233,12.04,3.89722,1.0,1
9.439459486,4.16,3.76657,3.0,2
11.523067458,3.13,1.77474,1.0,2
20.47748843,2.92,5.64738,3.0,2
3.336123113,1.74,3.61764,3.0,2
8.01078456,1.72,5.73059,3.0,2
12.07134205,1.29,1.35939,3.0,2
20.99587872,1.3,9.69398,3.0,2
7.41113177,2.45,1.56072,1.0,2
1.000747038,4.14,1.32454,1.0,0
8.884922995,10.51,11.62061,1.0,2
8.09888906,8.95,1.14941,1.0,2
10.00653012,3.52,0.1029,1.0,2
17.855221681,13.16,0.47367,1.0,2
12.732624065,4.87,3.68779,1.0,1
83.92494032,4.78,1.45972,1.0,1
5.007316661,6.96,0.59565,1.0,2
2.211116989,1.85,1.85398,5.0,2
27.9541337,1.9,4.12204,5.0,2
12.69104387,2.57,2.08259,2.0,2
4.409409243,10.95,0.8699,1.0,0
16.23947096,4.14,2.37192,3.0,2
6.308201629,2.96,2.21701,3.0,2
2.052349884,13.12,2.08526,1.0,2
9.7704486,2.23,6.22573,3.0,2
5.169804269,1.66,3.97487,3.0,2
21.22261195,2.48,0.68373,2.0,2
20.09017037,2.25,0.38566,3.0,2
7.11373257,1.16,5.31573,3.0,2
3.306551643,0.91,4.9442,3.0,2
15.36845737,1.11,9.06854,3.0,2
13.81020318,4.56,1.23716,1.0,2
4.093578461,2.85,0.17115,2.0,2
105.145959,3.43,0.06931,2.0,2
10.8484518,2.34,3.54573,2.0,2
6.66833241,1.18,3.93143,2.0,2
4.082274889,10.55,1.43467,1.0,2
3.886655224,1.87,0.52154,1.0,1
42.1406089,1.85,2.91697,5.0,2
4.617490562,1.62,1.67234,5.0,2
10.19849255,1.75,2.39146,5.0,2
5.795063956,4.33,0.13022,1.0,0
7.15681552,2.47,2.74384,3.0,2
17.64830851,2.43,8.12503,3.0,2
4.14810719,1.08,2.20456,3.0,2
16.51410989,2.72,1.66311,4.0,2
30.1329298,3.14,0.4031,4.0,2
4.79090809,1.36,2.35518,4.0,2
31.71981013,3.09,2.4614,2.0,2
99.6415962,2.64,10.35916,4.0,2
4.708326451,10.6,1.58315,1.0,2
16.37198661,540.37,2.90473,1.0,0
5.392026903,2.68,1.63004,1.0,2
2.494170338,2.42,15.93621,1.0,1
6.491682808,9.66,0.57225,2.0,2
3.044770796,24.54,0.00688,1.0,0
3.855603916,13.61,1.18411,1.0,2
3.855599139,3.57,0.19331,1.0,0
38.47876629,13.26,3.7339,1.0,2
37.601661282,27.22,0.85882,1.0,0
3.314947362,3.94,1.4165,1.0,2
6.71969089,4.37,0.09306,1.0,0
39.6431552,10.98,1.64307,2.0,2
51.42598578,29.66,0.16218,1.0,0
21.80451611,2.6,1.66656,1.0,2
10.28194593,2.53,2.24334,3.0,2
18.11993039,2.95,2.10579,3.0,2
3.78402867,1.7,1.98179,3.0,2
5.15448142,2.94,0.11387,1.0,2
33.80364366,20.7,0.25463,2.0,0
5.743469797,3.13,1.31116,1.0,2
39.4759093,4.06,1.08697,1.0,1
19.974485239,26.56,1.47871,1.0,0
3.166353562,3.82,0.82095,1.0,2
23.899634407,44.04,1.33386,1.0,0
3.388012244,2.11,1.15366,4.0,2
5.83909761,2.06,1.32836,4.0,2
1.620467654,1.57,1.23,4.0,2
10.6816951,2.3,0.93471,4.0,2
6.104849417,3.18,0.56409,1.0,2
3.578780566,10.43,1.60801,1.0,2
3.187067566,23.88,0.03494,1.0,0
5.826657508,4.09,2.19595,3.0,2
12.41216347,2.58,2.14038,3.0,2
18.74649011,3.05,1.8967,3.0,2
20.86021229,5.5,1.40526,4.0,2
42.63427848,5.22,1.64062,4.0,2
87.6476068,4.0,1.11917,4.0,2
9.61731426,1.94,1.2355,4.0,1
9.467821474,2.13,6.23401,2.0,2
0.893040969,1.24,6.2,2.0,2
4.942783419,10.62,1.02216,1.0,2
20.83426731,2.74,2.62459,1.0,2
9.94602357,3.12,2.34688,3.0,2
1.04562195,1.45,1.38246,3.0,2
5.71462396,1.78,2.60833,3.0,2
102.9641952,39.0,0.02838,1.0,0
8.14515981,3.43,0.02385,4.0,2
18.9985279,43.17,0.02026,4.0,2
4.24439049,2.07,0.05258,4.0,2
90.1240507,7.12,0.23661,1.0,1
28.5742692,2.32,2.14286,2.0,2
856.672115,3.87,0.61949,1.0,1
0.689210173,1.32,1.45015,1.0,1
7.34373964,1.84,38.44106,1.0,2
0.445277068,35.74,0.21525,1.0,0
0.379463865,59.56,0.78464,2.0,0
9.88047978,23.6,1.31266,1.0,0
4.6484156,5.06,0.00095,1.0,0
17.512014768,13.66,2.95602,1.0,0
3.9886021,34.39,6.8428,1.0,1
0.533059312,133.56,0.20416,1.0,1
0.525154153,23.61,0.164,1.0,0
1.303861044,27.85,0.03107,1.0,0
0.73452496,3.567,0.993,1.0,0
2.55549176,23.35,0.00596,1.0,0
2.947376671,403.59,0.13115,1.0,0
224.7789355,7.67,0.77776,2.0,2
0.890110752,1.25,10.9848,1.0,0
5.76573396,7.47,0.75629,1.0,0
7.42608123,2.47,1.36184,3.0,2
15.9868932,1.62,1.19847,3.0,2
0.73094589,17.12,0.06136,1.0,0
18.92537246,13.92,0.64877,3.0,2
0.933749106,3.22,0.06501,1.0,0
2.037440623,1.19,0.16877,1.0,0
129995.7784,2.99,564.89948,1.0,1
31.5925809,1.78,0.09773,3.0,2
17.157236,1.55,0.09554,3.0,2
1.97376085,8.78,3.77736,1.0,2
13.118962443,8.25,1.46058,2.0,1
4.618767792,7.48,0.07842,1.0,0
7.82187328,2.78,1.18707,2.0,1
53.5057611,2.52,0.28176,1.0,1
2.785821236,1.69,0.06279,1.0,2
52.56901867,78.54,0.63883,1.0,0
3.411758679,14.71,0.0241,1.0,0
0.525426427,1.45,3.76613,1.0,0
1.269091415,1.41,2.78725,2.0,2
2.853133997,1.36,3.11386,2.0,2
6.79685353,2.01,0.95531,1.0,2
8.667822346,67.37,0.03132,1.0,0
1.475323222,5.88,1.03038,3.0,2
4.15246118,7.62,1.01229,3.0,2
6.7210783,3.567,0.993,1.0,0
8.7348852,1.59,0.73476,2.0,2
