PERIOD,RADIUS,DENSITY,NUM_PLANETS,DURATION,TEFF,DEPTH,DISPOSITION_ENCODED
1.6739,3.567,0.993,1.0,3.30605,6115.49,0.06,2
1.673833,3.59,0.993,1.0,3.30605,6168.0,714.1,2
1.6739035,3.88,2.04,1.0,3.30605,5945.0,714.1,2
1.6739029,3.44449,0.993,1.0,3.30605,6115.5,0.0863,2
1.67389,3.57,0.9,1.0,3.30605,6044.0,714.1,2
14.677214,2.19420598,0.993,1.0,3.30605,4942.0,714.1,2
14.6843,3.567,0.993,1.0,3.30605,4695.41,0.05,2
14.677286,2.0,0.993,1.0,3.30605,4819.0,714.1,2
14.66146147,3.567,0.993,1.0,3.30605,4695.41,0.072,2
14.67665,1.94,0.993,1.0,3.30605,5726.0,0.0749,2
14.675828,1.85,0.993,1.0,3.30605,5726.0,0.0638,2
14.6762429,2.0,0.993,1.0,3.30605,4927.0,714.1,2
9.9147,3.567,0.993,1.0,3.30605,4638.0,0.02,2
9.915615,1.3,0.993,1.0,3.30605,4695.0,714.1,2
1.9741,3.567,0.993,1.0,3.30605,3578.0,0.1,2
1.97419,1.9,0.993,1.0,3.30605,3660.0,714.1,2
1.974991,3.567,0.993,1.0,3.30605,3820.0,0.131,2
1.974202,2.43,0.993,1.0,3.30605,5726.0,0.1749,2
1.974172,0.99,0.993,1.0,3.30605,5726.0,0.1008,2
1.974238,1.96,0.993,1.0,3.30605,3546.46,714.1,2
1.974,3.567,0.993,1.0,3.30605,3578.0,0.1325,2
8.267,3.567,0.993,1.0,3.30605,5411.15,0.1053,2
8.26698,3.55,0.993,1.0,3.30605,5726.0,0.1338,2
8.267704,3.37,0.993,1.0,3.30605,5464.0,714.1,2
8.26679,3.40690334,0.993,1.0,3.30605,5475.0,714.1,2
8.267084,3.5,0.993,1.0,3.30605,5726.0,714.1,2
8.2669897,3.567,0.993,1.0,3.30605,5636.0,714.1,2
8.2669928,3.59,0.993,1.0,3.30605,5636.0,714.1,2
8.266902,3.59,0.993,1.0,3.30605,5434.0,714.1,2
8.26345949,3.567,0.993,1.0,3.30605,5411.15,0.129,2
8.2669589,3.44807,0.993,1.0,3.30605,5411.1,0.1316,2
3.313959,15.98,0.993,1.0,3.30605,6061.0,714.1,2
3.3139095,17.38,0.993,1.0,3.30605,5726.0,0.6658,2
3.313921,12.04276422,0.993,1.0,3.30605,6178.0,714.1,2
3.3139151,3.567,0.993,1.0,3.30605,6030.0,714.1,2
3.31392,16.14096,0.35,1.0,3.30605,6030.0,714.1,2
4.73401,5.28,2.22,1.0,3.30605,5474.0,714.1,2
4.73355750515,5.38526663,0.993,1.0,3.30605,5496.0,0.09302504,2
4.73360988,3.567,0.993,1.0,3.30605,5496.0,0.083,2
4.73401,5.28,2.22,1.0,3.30605,5474.0,714.1,2
4.734006,5.3,0.993,1.0,3.30605,5726.0,714.1,2
4.734,3.567,0.993,1.0,3.30605,5496.0,0.0778,2
4.733999,5.33,0.993,1.0,3.30605,5599.0,714.1,2
39.8642,2.92,0.993,1.0,3.30605,5726.0,0.0916,2
39.93767,7.55,0.993,1.0,3.30605,5433.0,0.07,2
39.863566,2.47,0.993,1.0,3.30605,5133.0,0.0834,2
39.8478,2.42,0.993,1.0,3.30605,5264.0,714.1,2
13.864,3.567,0.993,1.0,3.30605,4936.0,0.1147,2
13.86391,2.52419159,0.993,1.0,3.30605,4877.0,714.1,2
13.86387,2.56,0.993,1.0,3.30605,4950.0,714.1,2
13.86368,2.558,5.7,1.0,3.30605,4868.0,714.1,2
13.8636,2.55,0.993,1.0,3.30605,5726.0,0.1361,2
13.86383,2.5,0.993,1.0,3.30605,5726.0,714.1,2
13.85870316,3.567,0.993,1.0,3.30605,4936.0,0.126,2
13.86375,2.592,5.2,1.0,3.30605,5010.0,714.1,2
5.35161,2.09,0.993,2.0,3.30605,5788.0,714.1,2
5.351403,1.22263837,0.993,2.0,3.30605,5741.0,714.1,2
5.35117,1.9,6.6,2.0,3.30605,5730.0,714.1,2
5.3518,1.82,5.0,2.0,3.30605,5775.0,714.1,2
5.35185,1.41,0.993,2.0,3.30605,5726.0,0.01184,2
5.3518,1.82,4.8,2.0,3.30605,5775.0,714.1,2
15.6805,3.567,0.993,2.0,3.30605,5775.0,714.1,2
15.6785,3.567,0.993,2.0,3.30605,5775.0,714.1,2
5.817649,12.55,0.993,1.0,3.30605,5726.0,0.8378,2
5.817685,12.14,0.993,1.0,3.30605,5660.0,714.1,2
5.8176015,3.567,0.993,1.0,3.30605,5627.0,714.1,2
5.817608,10.42437,1.97,1.0,3.30605,5627.0,714.1,2
5.817681,12.5,0.993,1.0,3.30605,5726.0,714.1,2
11.39109,10.558878,2.99,1.0,3.30605,5027.0,714.1,2
11.3909311,10.44677001,3.08,1.0,3.30605,4920.0,0.01352,2
11.3909344,10.88,0.993,1.0,3.30605,5039.0,714.1,2
11.39096852897,11.19847412,0.993,1.0,3.30605,5027.0,1.63377658,2
11.391,3.567,0.993,1.0,3.30605,4913.0,1.3265,2
11.38576954,3.567,0.993,1.0,3.30605,4913.0,1.47,2
11.390955,10.71,0.993,1.0,3.30605,5726.0,1.6232,2
11.391432,11.1,0.993,1.0,3.30605,5726.0,714.1,2
11.390931,10.59248676,2.96,1.0,3.30605,4899.0,1.361,2
11.391013,10.67,0.993,1.0,3.30605,5044.0,714.1,2
20.272,3.567,0.993,1.0,3.30605,5742.0,1.4508,2
20.272602,11.5,0.993,1.0,3.30605,5726.0,714.1,2
20.272615,12.06,0.993,1.0,3.30605,5657.0,714.1,2
20.272992,3.567,0.993,1.0,3.30605,5726.0,714.1,2
20.2730282,10.4386,0.993,1.0,3.30605,5742.0,1.7182,2
20.273017,3.567,0.993,1.0,3.30605,5657.0,714.1,2
20.27362337,3.567,0.993,1.0,3.30605,5742.0,1.666,2
20.2729861,3.567,0.993,1.0,3.30605,5560.0,714.1,2
20.273034,12.498035,0.82,1.0,3.30605,5560.0,714.1,2
20.27285,11.55,0.993,1.0,3.30605,5726.0,1.7257,2
4.6556782,0.814,0.993,1.0,3.30605,4264.0,0.0129,2
4.654879,3.567,0.993,1.0,3.30605,4348.35,714.1,2
4.655411,0.69,0.993,1.0,3.30605,4348.35,714.1,2
4.655335,0.71889232,0.993,1.0,3.30605,4547.0,714.1,2
1.291563,2.03,0.993,2.0,3.30605,3676.0,714.1,2
1.291505,1.96,0.993,2.0,3.30605,3842.12,714.1,2
1.291651,2.1,0.993,2.0,3.30605,5726.0,714.1,2
1.29160335703,2.45117748,0.993,2.0,3.30605,3689.0,0.1566796,2
1.292,3.567,0.993,2.0,3.30605,3689.0,0.1317,2
1.291626,3.567,0.993,2.0,3.30605,3689.0,0.146,2
1.291605,1.74,0.993,2.0,3.30605,5726.0,0.1817,2
5.443984,2.1,0.993,2.0,3.30605,5726.0,714.1,2
5.44425,1.75,0.993,2.0,3.30605,5726.0,0.1686,2
5.44482,2.03,0.993,2.0,3.30605,3842.12,714.1,2
5.44425,1.94,0.993,2.0,3.30605,3676.0,714.1,2
5.444017,2.06,0.993,2.0,3.30605,3778.0,714.1,2
50.9254,2.48,0.993,1.0,3.30605,5726.0,0.1193,2
50.92092,2.54,0.993,1.0,3.30605,4726.29,714.1,2
7.728,3.567,0.993,1.0,3.30605,4525.0,0.0791,2
7.727283,2.53,0.993,1.0,3.30605,4740.0,714.1,2
7.727574,2.6,0.993,1.0,3.30605,5726.0,714.1,2
7.72651124,3.567,0.993,1.0,3.30605,4525.0,0.087,2
7.728578,2.29,0.993,1.0,3.30605,4752.8,714.1,2
7.7285,2.16,0.993,1.0,3.30605,5726.0,0.1233,2
8.2824161,2.14,0.993,1.0,3.30605,5615.0,0.0453,2
8.28246,2.44,1.6,1.0,3.30605,5672.0,714.1,2
8.28176,2.72,0.993,1.0,3.30605,6177.0,714.1,2
8.28192,2.48,0.993,1.0,3.30605,5726.0,0.0481,2
8.282455,2.18823473,0.993,1.0,3.30605,5663.0,714.1,2
8.28212,2.33,0.993,1.0,3.30605,5800.0,0.042,2
5.185972,3.567,0.993,1.0,3.30605,4664.8,1.263,2
5.185743,7.7,0.993,1.0,3.30605,5726.0,714.1,2
5.1857539,7.52,0.993,1.0,3.30605,4690.0,714.1,2
5.185759,7.64369371,0.993,1.0,3.30605,4695.0,714.1,2
5.185758,7.44,0.993,1.0,3.30605,5726.0,1.3112,2
5.1857532,3.567,0.993,1.0,3.30605,4471.38,714.1,2
5.185768,7.50399,0.993,1.0,3.30605,4664.8,1.3002,2
5.185738,7.16,0.7,1.0,3.30605,4526.0,714.1,2
2.2193023,1.16,0.993,1.0,3.30605,4009.0,714.1,2
2.219368,1.17,0.993,1.0,3.30605,5726.0,0.0432,2
2.219225,1.3,0.993,1.0,3.30605,5726.0,714.1,2
2.219282,1.21,0.993,1.0,3.30605,4027.0,714.1,2
2.219315,1.22,0.993,1.0,3.30605,3903.0,714.1,2
2.21944122,3.567,0.993,1.0,3.30605,3807.0,0.04,2
2.219,3.567,0.993,1.0,3.30605,3807.0,0.038,2
30.951524,2.76,0.993,1.0,3.30605,4035.0,714.1,2
30.956763,2.65,0.993,1.0,3.30605,4075.67,714.1,2
30.954,3.07,0.993,1.0,3.30605,5726.0,0.2117,2
30.96028326,3.567,0.993,1.0,3.30605,3856.0,0.202,2
30.953,3.567,0.993,1.0,3.30605,3856.0,0.1646,2
30.9542,2.66,0.993,1.0,3.30605,3880.0,714.1,2
6.413718,2.6,0.993,1.0,3.30605,5726.0,714.1,2
6.413651,2.9,0.993,1.0,3.30605,3570.0,714.1,2
6.41362,2.36,0.993,1.0,3.30605,5726.0,0.553,2
6.413539,2.64,0.993,1.0,3.30605,3560.7,714.1,2
7.385655,1.97,0.993,1.0,3.30605,4339.0,714.1,2
7.38795716,3.567,0.993,1.0,3.30605,4259.0,0.077,2
7.385453,2.0,0.993,1.0,3.30605,5726.0,714.1,2
7.387,3.567,0.993,1.0,3.30605,4259.0,0.0858,2
7.387073,1.84,0.993,1.0,3.30605,4367.83,714.1,2
7.387066,1.79540442,0.993,1.0,3.30605,4396.0,714.1,2
3.588165,8.66,0.993,1.0,3.30605,4387.84,714.1,2
3.588,3.567,0.993,1.0,3.30605,5036.0,1.2649,2
3.588163,8.37,0.993,1.0,3.30605,4575.0,714.1,2
3.588158,9.1,0.993,1.0,3.30605,5726.0,714.1,2
3.5868547125,11.43763082,0.993,1.0,3.30605,5036.0,1.38097583,2
5.675814,1.20312295,0.993,1.0,3.30605,4621.0,714.1,2
5.675819,1.42,0.993,1.0,3.30605,4469.51,714.1,2
5.67556,1.117,0.993,1.0,3.30605,5726.0,0.0332,2
8.239493,1.04,0.993,1.0,3.30605,3459.09,714.1,2
8.23981,0.661,0.993,1.0,3.30605,5726.0,0.0858,2
39.91488,1.89,0.993,1.0,3.30605,5698.0,0.058,2
40.062771,2.29,0.993,1.0,3.30605,5508.0,0.0565,2
2.49412,1.25,0.993,1.0,3.30605,4356.47,714.1,2
2.494206,1.22,0.993,1.0,3.30605,5726.0,0.0304,2
2.494161,1.06180894,0.993,1.0,3.30605,4528.0,714.1,2
0.3693038,1.81,6.0,1.0,3.30605,5200.0,714.1,2
0.369311,1.76156914,0.993,1.0,3.30605,5113.0,714.1,2
0.36931,1.7,0.993,1.0,3.30605,5245.0,0.04,2
0.3693038,1.69,8.8,1.0,3.30605,5120.0,714.1,2
0.369311,1.5,0.993,1.0,3.30605,5200.0,714.1,2
0.369,1.651,7.7,1.0,3.30605,5200.0,714.1,2
9.1708,12.206601,0.993,1.0,3.30605,4878.0,714.1,2
9.1720535,9.02881,0.993,1.0,3.30605,4933.0,0.058,2
9.1751,14.5717,0.993,1.0,3.30605,4840.0,714.1,2
9.172616,3.567,0.993,1.0,3.30605,4840.0,714.1,2
3.07133,1.34,0.993,4.0,3.30605,3655.0,714.1,2
3.0712,1.31,0.993,4.0,3.30605,3655.0,0.071,2
4.86784,1.603,0.993,4.0,3.30605,3655.0,714.1,2
11.0234,2.02,0.993,4.0,3.30605,3655.0,0.19,2
11.0248821,2.46843,0.993,4.0,3.30605,3798.0,0.1943,2
26.5841,1.73,0.993,4.0,3.30605,3655.0,0.0987,2
7.9752,1.014,24.0,3.0,3.30605,4500.0,714.1,2
7.975292,0.99,0.993,3.0,3.30605,4499.0,714.1,2
17.307137,2.91,0.993,3.0,3.30605,4499.0,714.1,2
17.307013,3.567,0.993,3.0,3.30605,4364.0,714.1,2
17.30681,3.14,0.993,3.0,3.30605,4359.0,714.1,2
17.3077,3.03,0.993,3.0,3.30605,4364.0,714.1,2
17.30713,3.0,3.69,3.0,3.30605,4500.0,714.1,2
25.575,1.565,4.3,3.0,3.30605,4500.0,714.1,2
25.5715,1.55,0.993,3.0,3.30605,4359.0,714.1,2
25.575065,1.45,0.993,3.0,3.30605,4499.0,714.1,2
0.179719,0.64,0.993,1.0,3.30605,3697.0,714.1,2
2.35321,1.49,0.993,6.0,3.30605,5283.0,714.1,2
2.35322,1.57,0.993,6.0,3.30605,5378.0,714.1,2
2.35309,1.51,4.9,6.0,3.30605,5356.3,714.1,2
3.56015,2.26,0.993,6.0,3.30605,5283.0,714.1,2
5.40478,2.66,0.993,6.0,3.30605,5378.0,714.1,2
5.40479,2.39,3.1,6.0,3.30605,5356.3,714.1,2
8.26144,3.29,0.993,6.0,3.30605,5378.0,714.1,2
8.26147,3.11,0.993,6.0,3.30605,5283.0,714.1,2
12.75758,2.73,0.993,6.0,3.30605,5283.0,714.1,2
12.75759,2.81,0.993,6.0,3.30605,5378.0,714.1,2
41.96645,3.18,0.993,6.0,3.30605,5283.0,714.1,2
41.96797,3.013,0.9,6.0,3.30605,5356.3,714.1,2
28.382206,9.5,0.993,1.0,3.30605,5726.0,714.1,2
28.382071,9.26802368,0.993,1.0,3.30605,5425.0,714.1,2
28.380619,9.11,0.993,1.0,3.30605,5370.0,714.1,2
28.38246,9.62,0.993,1.0,3.30605,5726.0,1.1093,2
28.38236,9.056872,0.91,1.0,3.30605,5340.0,714.1,2
8.36779,8.51,0.993,1.0,3.30605,5726.0,1.226,2
8.36802,4.81,0.993,1.0,3.30605,3789.0,0.943,2
8.3688168,6.65,0.993,1.0,3.30605,3879.0,1.18,2
6.56918,12.25,0.993,1.0,3.30605,5705.0,1.28,2
6.569213,13.04635343,0.993,1.0,3.30605,5637.0,714.1,2
0.2803244,1.51,7.93,2.0,3.30605,4570.0,714.1,2
0.28,1.493,8.5,2.0,3.30605,4599.0,714.1,2
0.2803244,1.51,8.2,2.0,3.30605,4599.0,714.1,2
7.7485,7.0,0.993,2.0,3.30605,4599.0,714.1,2
7.7485,7.0,0.081,2.0,3.30605,4570.0,714.1,2
2.643528,1.47,0.993,2.0,3.30605,5726.0,0.386,2
2.644646,2.2,0.993,2.0,3.30605,3385.0,714.1,2
2.644259,1.38,0.993,2.0,3.30605,5726.0,0.3274,2
2.6698,2.25,2.702,2.0,3.30605,3385.0,714.1,2
2.6446,2.05,3.69,2.0,3.30605,3385.0,714.1,2
2.645,3.567,0.993,2.0,3.30605,3359.0,0.2365,2
2.64484,1.83,0.993,2.0,3.30605,3359.0,714.1,2
4.00498,2.19,3.92,2.0,3.30605,3385.0,714.1,2
3.9663,2.59,2.246,2.0,3.30605,3385.0,714.1,2
0.961939,1.47286006,0.993,1.0,3.30605,3690.0,0.0545,2
0.961917,1.38,0.993,1.0,3.30605,3672.0,714.1,2
0.961916,0.82,0.993,1.0,3.30605,5726.0,0.0654,2
4.38395,1.33,0.993,3.0,3.30605,4079.0,714.1,2
4.38393,0.701,0.993,3.0,3.30605,5726.0,0.0324,2
6.9226,1.73,0.993,3.0,3.30605,4079.0,714.1,2
6.92251,0.9,0.993,3.0,3.30605,5726.0,0.0537,2
9.7579,1.64,0.993,3.0,3.30605,4079.0,714.1,2
11.332,1.64,0.993,1.0,3.30605,3745.0,714.1,2
11.808398,3.1,0.993,1.0,3.30605,4992.0,0.14,2
11.8097,2.84,0.993,1.0,3.30605,5314.0,714.1,2
10.59366,1.71,0.993,1.0,3.30605,5726.0,0.21,2
3.83553,1.054,0.993,1.0,3.30605,5726.0,0.0983,2
3.835592,1.35,0.993,1.0,3.30605,3585.0,714.1,2
3.835476,1.49,0.993,1.0,3.30605,3695.0,714.1,2
32.6527,2.81,0.993,1.0,3.30605,3940.0,714.1,2
32.6479,2.29,0.993,1.0,3.30605,4044.0,0.159,2
7.51574,2.0,0.993,1.0,3.30605,3845.0,0.129,2
7.51554,2.0,0.993,1.0,3.30605,3720.0,714.1,2
3.67626,1.99,0.993,2.0,3.30605,4097.0,0.11,2
7.95478,2.1,0.993,2.0,3.30605,3978.0,714.1,2
6.342,1.8,0.993,3.0,3.30605,4258.0,0.068,2
6.34365,1.55,0.993,3.0,3.30605,3919.0,714.1,2
13.85,2.6,0.993,3.0,3.30605,4258.0,0.103,2
13.85327454047,2.2098839,0.993,3.0,3.30605,3893.47,0.10681331,2
13.85402,1.95,0.993,3.0,3.30605,3919.0,714.1,2
40.718,1.9,0.993,3.0,3.30605,4258.0,0.074,2
40.6835,1.64,0.993,3.0,3.30605,3919.0,714.1,2
0.813149,1.14414279,0.993,1.0,3.30605,4460.0,714.1,2
0.81314,1.15,0.993,1.0,3.30605,4597.0,0.029,2
0.813143,1.1,0.993,1.0,3.30605,4460.0,714.1,2
0.365261,1.0,0.993,3.0,3.30605,5456.0,714.1,2
0.3652575,0.935,7.7,3.0,3.30605,5334.0,0.0099,2
10.062106,2.63456976,0.993,2.0,3.30605,5489.0,714.1,2
10.06049,2.64,0.993,2.0,3.30605,5503.0,0.07,2
5.90279,1.28,0.993,2.0,3.30605,5503.0,0.015,2
12.421078,2.20753881,0.993,1.0,3.30605,5419.0,714.1,2
7.61856,1.96,0.993,3.0,3.30605,4800.0,714.1,2
7.62067,2.13,0.993,3.0,3.30605,4761.0,714.1,2
19.07536,2.14,0.993,3.0,3.30605,4761.0,714.1,2
19.077,2.19,0.993,3.0,3.30605,4800.0,714.1,2
19.0702,1.84,0.993,3.0,3.30605,5726.0,0.1065,2
19.07454,2.58,0.993,3.0,3.30605,4620.0,0.111,2
3.705871,3.17824034,0.993,1.0,3.30605,5649.0,714.1,2
9.283188,6.11721229,0.993,1.0,3.30605,4972.0,714.1,2
9.457747,1.48630496,0.993,1.0,3.30605,4885.0,714.1,2
17.355681,1.81,0.993,1.0,3.30605,5894.0,0.0243,2
17.3678,1.93,0.993,1.0,3.30605,5726.0,0.0211,2
2.354992,1.27443657,0.993,3.0,3.30605,5185.0,714.1,2
14.06660140645,3.19087767,0.993,3.0,3.30605,5141.67,0.1450825,2
14.101361,2.64809498,0.993,3.0,3.30605,5185.0,714.1,2
8.527219,1.82322896,0.993,2.0,3.30605,5922.0,714.1,2
8.52695,2.19,0.993,2.0,3.30605,5960.0,0.016,2
9.97748,2.3,2.87,1.0,3.30605,6011.0,714.1,2
9.975403,2.13,0.993,1.0,3.30605,6063.0,0.0275,2
9.978541,2.36509493,0.993,1.0,3.30605,6310.0,0.0206,2
9.9783319274,2.05153324,0.993,1.0,3.30605,6073.5,0.01792248,2
9.977481,2.8191657,0.993,1.0,3.30605,5908.0,714.1,2
9.97857,2.2642141,0.993,1.0,3.30605,6141.0,0.0201,2
15.8523,2.19,0.993,2.0,3.30605,5726.0,0.0532,2
15.85412,2.34,0.993,2.0,3.30605,5495.0,0.0598,2
15.853989,2.14446231,0.993,2.0,3.30605,5554.0,714.1,2
6.37961,1.41,0.993,1.0,3.30605,5347.0,0.0239,2
6.380803,1.27328671,0.993,1.0,3.30605,5548.0,714.1,2
6.38092,1.341,0.993,1.0,3.30605,5726.0,0.01604,2
17.968216,2.15,0.993,1.0,3.30605,4151.0,0.0962,2
17.96753,2.23,0.993,1.0,3.30605,4320.0,0.099,2
17.969029,2.03,0.993,1.0,3.30605,4118.41,714.1,2
17.969079,1.94750799,0.993,1.0,3.30605,4382.0,714.1,2
17.9654,1.53,0.993,1.0,3.30605,4102.0,714.1,2
7.5767206,1.5,0.993,2.0,3.30605,5749.0,0.0196,2
7.576544,1.41817537,0.993,2.0,3.30605,5748.0,714.1,2
7.5734,1.62,0.993,2.0,3.30605,5726.0,0.0197,2
12.400731,1.92,0.993,2.0,3.30605,5749.0,0.032,2
12.3988,2.01,0.993,2.0,3.30605,5726.0,0.0311,2
12.400047,1.8017647,0.993,2.0,3.30605,5748.0,714.1,2
5.6228,3.71,0.993,1.0,3.30605,5726.0,0.0219,2
5.6315915,1.23,0.993,1.0,3.30605,5032.0,0.0217,2
14.3181,1.69,0.993,2.0,3.30605,5726.0,0.0375,2
14.316941,1.66608079,0.993,2.0,3.30605,5569.0,714.1,2
14.317001,1.8,0.993,2.0,3.30605,5449.0,0.0364,2
29.626,3.567,0.993,2.0,3.30605,5547.0,714.1,2
29.626402,3.41,0.993,2.0,3.30605,5449.0,0.131,2
29.6245,3.02,0.993,2.0,3.30605,5726.0,0.1302,2
5.868699,1.60826194,0.993,1.0,3.30605,5580.0,714.1,2
19.56204579364,3.28708684,0.993,1.0,3.30605,4246.8,0.13978149,2
19.564,2.59,0.993,1.0,3.30605,4581.0,714.1,2
19.56325,2.59,0.993,1.0,3.30605,4246.81,714.1,2
19.562743,2.49179901,0.993,1.0,3.30605,4500.0,714.1,2
19.56236,2.78,0.993,1.0,3.30605,5726.0,0.15,2
19.562307,2.6,0.993,1.0,3.30605,4455.0,714.1,2
5.32944,1.55,0.993,1.0,3.30605,5726.0,0.026,2
5.329439,1.49090097,0.993,1.0,3.30605,5428.0,714.1,2
14.155185,2.1162048,0.993,1.0,3.30605,6063.0,714.1,2
8.747818,3.55790985,0.993,1.0,3.30605,5525.0,714.1,2
8.75470797754,3.54381082,0.993,1.0,3.30605,5888.0,0.15276749,2
5.172191,2.51267885,0.993,1.0,3.30605,5015.0,714.1,2
5.17110937,3.567,0.993,1.0,3.30605,5071.98,0.121,2
5.17222,2.12,0.993,1.0,3.30605,5726.0,0.0964,2
32.939623,2.37,4.11,2.0,3.30605,3457.0,714.1,2
32.940045,2.61,2.67,2.0,3.30605,3457.0,714.1,2
32.93737167947,2.53362939,0.993,2.0,3.30605,3464.0,0.31921429,2
32.9418,2.28,0.993,2.0,3.30605,3496.0,714.1,2
32.947328,2.17,0.993,2.0,3.30605,3440.0,0.311,2
32.94488,2.24,0.993,2.0,3.30605,3503.0,0.285,2
32.92801934,3.567,0.993,2.0,3.30605,3464.0,0.354,2
32.94171,1.4,0.993,2.0,3.30605,5726.0,0.3098,2
32.93963,2.38,3.3,2.0,3.30605,3457.0,714.1,2
8.962,3.567,0.993,2.0,3.30605,3457.0,714.1,2
8.8665,2.24179614,5.6,1.0,3.30605,5110.0,0.12,2
8.86528860869,4.28539694,0.993,1.0,3.30605,5368.0,0.16999442,2
8.867259,4.4,0.993,1.0,3.30605,5726.0,714.1,2
8.867209,2.31,0.993,1.0,3.30605,5358.0,714.1,2
8.86638,2.51,0.993,1.0,3.30605,5726.0,0.1189,2
8.866,3.567,0.993,1.0,3.30605,5368.0,0.1028,2
8.8656,2.13,4.6,1.0,3.30605,5166.0,714.1,2
6.893,3.567,0.993,1.0,3.30605,5573.0,0.0585,2
6.89424037,3.567,0.993,1.0,3.30605,5573.0,0.046,2
6.8941,2.69,0.993,1.0,3.30605,5528.0,714.1,2
6.894252,2.70624391,0.993,1.0,3.30605,5609.0,714.1,2
6.894287,2.8,0.993,1.0,3.30605,5726.0,714.1,2
4.7369729,2.7,0.993,1.0,3.30605,5181.0,714.1,2
4.7369683,2.69,5.6,1.0,3.30605,5170.0,714.1,2
4.737,3.567,0.993,1.0,3.30605,5180.6,0.0977,2
4.7369696,2.71257333,5.7,1.0,3.30605,5128.0,0.0988,2
4.736837,2.76,0.993,1.0,3.30605,5165.0,714.1,2
4.7369669,2.93924,0.993,1.0,3.30605,5069.2,0.1238,2
4.736893,2.86,0.993,1.0,3.30605,5726.0,0.1178,2
4.736834,2.9,0.993,1.0,3.30605,5726.0,714.1,2
0.469287,1.46,0.993,3.0,3.30605,5726.0,0.02152,2
0.469285,1.1,0.993,3.0,3.30605,5482.0,714.1,2
0.469269,2.59929571,0.993,3.0,3.30605,5482.0,714.1,2
10.787992,2.3,0.993,3.0,3.30605,5482.0,714.1,2
10.792,3.567,0.993,3.0,3.30605,5436.47,0.0523,2
10.79274,3.45,0.993,3.0,3.30605,5726.0,0.0901,2
10.792613,2.7,0.993,3.0,3.30605,5726.0,714.1,2
10.7930529,3.567,0.993,3.0,3.30605,5436.47,0.068,2
10.792635,2.87,0.993,3.0,3.30605,5519.0,714.1,2
10.793471,2.51134498,0.993,3.0,3.30605,5482.0,714.1,2
22.631964,2.86,0.993,3.0,3.30605,5519.0,714.1,2
22.629496,2.54112738,0.993,3.0,3.30605,5482.0,714.1,2
22.6302,5.2,0.993,3.0,3.30605,5726.0,0.0947,2
22.634594,17.4,0.993,3.0,3.30605,5726.0,714.1,2
22.620344,2.3,0.993,3.0,3.30605,5482.0,714.1,2
16.996,1.4,0.993,1.0,3.30605,5726.0,0.0265,2
16.994,3.567,0.993,1.0,3.30605,5237.31,0.0315,2
16.99291698,3.567,0.993,1.0,3.30605,5237.31,0.037,2
16.9780102,1.47,0.993,1.0,3.30605,5245.0,714.1,2
16.995731,1.55,0.993,1.0,3.30605,5220.0,714.1,2
10.6161,1.19,0.993,2.0,3.30605,5726.0,0.0162,2
10.616384,1.15,0.993,2.0,3.30605,5788.0,714.1,2
10.616646,1.31284773,0.993,2.0,3.30605,5722.0,714.1,2
52.714072,2.79551948,0.993,2.0,3.30605,5726.0,714.1,2
52.7099,2.48,0.993,2.0,3.30605,5726.0,0.0757,2
52.713494,2.39,0.993,2.0,3.30605,5788.0,714.1,2
0.77401,1.2,0.993,4.0,3.30605,5438.0,714.1,2
0.773987,1.5,0.993,4.0,3.30605,5726.0,0.0237,2
0.773981,1.3833597,0.993,4.0,3.30605,5477.0,714.1,2
2.871788,1.70058746,0.993,4.0,3.30605,5477.0,714.1,2
2.87162,1.9,0.993,4.0,3.30605,5726.0,0.039,2
2.871348,1.8,0.993,4.0,3.30605,5726.0,714.1,2
2.872042,1.8,0.993,4.0,3.30605,5484.0,714.1,2
2.871512,1.4,0.993,4.0,3.30605,5438.0,714.1,2
7.149079,3.22104537,0.993,4.0,3.30605,5477.0,714.1,2
7.15,3.567,0.993,4.0,3.30605,5374.67,0.1068,2
7.15451552,3.567,0.993,4.0,3.30605,5374.67,0.097,2
7.149584,2.4,0.993,4.0,3.30605,5438.0,714.1,2
7.14998,3.51,0.993,4.0,3.30605,5726.0,0.1224,2
7.149336,3.4,0.993,4.0,3.30605,5726.0,714.1,2
7.14921,3.17,0.993,4.0,3.30605,5484.0,714.1,2
13.606629,1.9,0.993,4.0,3.30605,5438.0,714.1,2
13.608511,2.5,0.993,4.0,3.30605,5726.0,714.1,2
13.609878,2.38,0.993,4.0,3.30605,5484.0,714.1,2
13.60496,2.69,0.993,4.0,3.30605,5726.0,0.0748,2
1.742983,1.25908622,0.993,2.0,3.30605,5982.0,714.1,2
1.742169,1.35,0.993,2.0,3.30605,5977.0,714.1,2
7.810253,2.83,0.993,2.0,3.30605,5977.0,714.1,2
7.809757,2.9,0.993,2.0,3.30605,5726.0,714.1,2
7.809,3.567,0.993,2.0,3.30605,5906.9,0.042,2
7.8092052,2.70889,0.993,2.0,3.30605,5906.9,0.048,2
7.807595,2.62511304,0.993,2.0,3.30605,5982.0,714.1,2
7.81110453,3.567,0.993,2.0,3.30605,5906.9,0.034,2
2.588309,1.52,0.993,2.0,3.30605,5519.0,714.1,2
5.1763,1.51234354,0.993,2.0,3.30605,5503.0,714.1,2
2.58812,1.403,0.993,2.0,3.30605,5442.0,714.1,2
6.67932,2.31,0.993,2.0,3.30605,5442.0,714.1,2
